incentive_id,rep_id,month,target_revenue,actual_revenue,achievement_pct,bonus,performance_band
I00372,R016,2024-12-01,191462.07,60148.3,31.42,0.0,Below Target
I00373,R016,2025-01-01,138955.01,50550.82,36.38,0.0,Below Target
I00374,R016,2025-02-01,145614.05,59217.82,40.67,0.0,Below Target
I00375,R016,2025-03-01,154407.21,65742.38,42.58,0.0,Below Target
I00376,R016,2025-04-01,158046.45,80591.56,50.99,0.0,Below Target
I00377,R016,2025-05-01,159488.19,69690.55,43.7,0.0,Below Target
I00378,R016,2025-06-01,166865.93,75964.3,45.52,0.0,Below Target
I00379,R016,2025-07-01,170673.44,42255.46,24.76,0.0,Below Target
I00380,R016,2025-08-01,171480.49,60120.98,35.06,0.0,Below Target
I00381,R016,2025-09-01,173300.76,63111.31,36.42,0.0,Below Target
I00382,R016,2025-10-01,162636.72,50644.619999999995,31.14,0.0,Below Target
I00383,R016,2025-11-01,180632.73,75124.76999999999,41.59,0.0,Below Target
I00384,R016,2025-12-01,185925.62,51397.33,27.64,0.0,Below Target
I00385,R017,2024-01-01,131914.61,55800.119999999995,42.3,0.0,Below Target
I00386,R017,2024-02-01,139223.28,44637.36,32.06,0.0,Below Target
I00387,R017,2024-03-01,143507.23,70212.5,48.93,0.0,Below Target
I00388,R017,2024-04-01,140266.39,43846.27,31.26,0.0,Below Target
I00389,R017,2024-05-01,147633.09,97911.68,66.32,0.0,Below Target
I00390,R017,2024-06-01,157143.62,67482.04,42.94,0.0,Below Target
I00391,R017,2024-07-01,151613.87,50147.11,33.08,0.0,Below Target
I00392,R017,2024-08-01,148210.04,71059.1,47.94,0.0,Below Target
I00393,R017,2024-09-01,147541.07,50169.29,34.0,0.0,Below Target
I00394,R017,2024-10-01,150101.7,53560.11,35.68,0.0,Below Target
I00395,R017,2024-11-01,161350.91,54083.72,33.52,0.0,Below Target
I00396,R017,2024-12-01,188528.38,86866.27,46.08,0.0,Below Target
I00397,R017,2025-01-01,128001.7,39905.020000000004,31.18,0.0,Below Target
I00398,R017,2025-02-01,137200.3,54641.19,39.83,0.0,Below Target
I00399,R017,2025-03-01,137548.84,58282.700000000004,42.37,0.0,Below Target
I00400,R017,2025-04-01,150198.08,55016.56,36.63,0.0,Below Target
I00401,R017,2025-05-01,149194.94,61741.08,41.38,0.0,Below Target
I00402,R017,2025-06-01,158478.61,52330.59,33.02,0.0,Below Target
I00403,R017,2025-07-01,154447.3,46849.14,30.33,0.0,Below Target
I00404,R017,2025-08-01,152142.88,74181.76000000001,48.76,0.0,Below Target
I00405,R017,2025-09-01,148447.8,60269.229999999996,40.6,0.0,Below Target
I00406,R017,2025-10-01,159340.97,48698.82,30.56,0.0,Below Target
I00407,R017,2025-11-01,167946.12,51487.57,30.66,0.0,Below Target
I00408,R017,2025-12-01,170097.53,52729.12,31.0,0.0,Below Target
I00409,R018,2024-01-01,179446.17,80954.95,45.11,0.0,Below Target
I00410,R018,2024-02-01,181337.58,83307.73999999999,45.94,0.0,Below Target
I00411,R018,2024-03-01,197567.46,117000.3,59.22,0.0,Below Target
I00412,R018,2024-04-01,194286.74,53958.56999999999,27.77,0.0,Below Target
I00413,R018,2024-05-01,203481.35,97312.08,47.82,0.0,Below Target
I00414,R018,2024-06-01,216385.41,86828.69,40.13,0.0,Below Target
I00415,R018,2024-07-01,227753.71,73954.59,32.47,0.0,Below Target
I00416,R018,2024-08-01,217545.58,114548.01,52.65,0.0,Below Target
I00417,R018,2024-09-01,229363.64,92296.45,40.24,0.0,Below Target
I00418,R018,2024-10-01,229351.05,59526.37,25.95,0.0,Below Target
I00419,R018,2024-11-01,238642.95,107815.52,45.18,0.0,Below Target
I00420,R018,2024-12-01,237588.81,79100.43,33.29,0.0,Below Target
I00421,R018,2025-01-01,190465.71,98267.98,51.59,0.0,Below Target
I00422,R018,2025-02-01,196636.9,71422.79,36.32,0.0,Below Target
I00423,R018,2025-03-01,194651.36,67860.59,34.86,0.0,Below Target
I00424,R018,2025-04-01,208719.87,94095.56999999999,45.08,0.0,Below Target
I00425,R018,2025-05-01,227585.15,74713.9,32.83,0.0,Below Target
I00426,R018,2025-06-01,220790.08,108292.6,49.05,0.0,Below Target
I00427,R018,2025-07-01,230120.26,81289.40000000001,35.32,0.0,Below Target
I00428,R018,2025-08-01,217547.11,66416.76,30.53,0.0,Below Target
I00429,R018,2025-09-01,197523.14,56769.74,28.74,0.0,Below Target
I00430,R018,2025-10-01,230961.81,106829.03,46.25,0.0,Below Target
I00431,R018,2025-11-01,235222.43,138199.92,58.75,0.0,Below Target
I00432,R018,2025-12-01,251257.37,66646.83,26.53,0.0,Below Target
I00433,R019,2024-01-01,153523.7,71304.5,46.45,0.0,Below Target
I00434,R019,2024-02-01,153256.74,54083.59,35.29,0.0,Below Target
I00435,R019,2024-03-01,166980.63,49397.99,29.58,0.0,Below Target
I00436,R019,2024-04-01,167197.1,41185.98,24.63,0.0,Below Target
I00437,R019,2024-05-01,169279.3,58002.19,34.26,0.0,Below Target
I00438,R019,2024-06-01,185512.26,60879.4,32.82,0.0,Below Target
I00439,R019,2024-07-01,177018.62,74345.98,42.0,0.0,Below Target
I00440,R019,2024-08-01,180471.64,59010.35,32.7,0.0,Below Target
I00441,R019,2024-09-01,168669.14,71571.75,42.43,0.0,Below Target
I00442,R019,2024-10-01,197333.52,78951.48000000001,40.01,0.0,Below Target
I00443,R019,2024-11-01,198688.22,56458.46,28.42,0.0,Below Target
I00444,R019,2024-12-01,196715.19,97306.83,49.47,0.0,Below Target
I00445,R019,2025-01-01,153268.09,61510.79,40.13,0.0,Below Target
I00446,R019,2025-02-01,158382.64,51116.7,32.27,0.0,Below Target
I00447,R019,2025-03-01,167270.58,70989.3,42.44,0.0,Below Target
I00448,R019,2025-04-01,167307.93,47791.97,28.57,0.0,Below Target
I00449,R019,2025-05-01,171794.58,82700.88,48.14,0.0,Below Target
I00450,R019,2025-06-01,190524.69,73320.05,38.48,0.0,Below Target
I00451,R019,2025-07-01,176644.25,57573.740000000005,32.59,0.0,Below Target
I00452,R019,2025-08-01,173971.26,79167.89,45.51,0.0,Below Target
I00453,R019,2025-09-01,162111.93,46772.91,28.85,0.0,Below Target
I00454,R019,2025-10-01,184650.93,71428.16,38.68,0.0,Below Target
I00455,R019,2025-11-01,184818.53,60216.96,32.58,0.0,Below Target
I00456,R019,2025-12-01,222875.54,81291.38,36.47,0.0,Below Target
I00457,R020,2024-01-01,118216.8,50611.66,42.81,0.0,Below Target
I00458,R020,2024-02-01,125131.8,36915.78,29.5,0.0,Below Target
I00459,R020,2024-03-01,147708.97,52526.07,35.56,0.0,Below Target
I00460,R020,2024-04-01,146018.75,59762.94,40.93,0.0,Below Target
I00461,R020,2024-05-01,133519.59,62638.57,46.91,0.0,Below Target
I00462,R020,2024-06-01,146832.35,54423.4,37.06,0.0,Below Target
I00463,R020,2024-07-01,150902.88,48015.42,31.82,0.0,Below Target
I00464,R020,2024-08-01,142280.07,49053.72,34.48,0.0,Below Target
I00465,R020,2024-09-01,146192.3,49554.47,33.9,0.0,Below Target
I00466,R020,2024-10-01,143526.99,68382.70999999999,47.64,0.0,Below Target
I00467,R020,2024-11-01,148109.65,55897.64,37.74,0.0,Below Target
I00468,R020,2024-12-01,173477.24,63870.76,36.82,0.0,Below Target
I00469,R020,2025-01-01,127853.08,52049.12,40.71,0.0,Below Target
I00470,R020,2025-02-01,138575.55,46892.65,33.84,0.0,Below Target
I00471,R020,2025-03-01,135273.86,57083.899999999994,42.2,0.0,Below Target
I00472,R020,2025-04-01,148657.16,60846.67,40.93,0.0,Below Target
I00473,R020,2025-05-01,140770.2,65837.83,46.77,0.0,Below Target
I00474,R020,2025-06-01,153457.69,58086.79,37.85,0.0,Below Target
I00475,R020,2025-07-01,160588.34,68056.75,42.38,0.0,Below Target
I00476,R020,2025-08-01,142650.08,61087.18,42.82,0.0,Below Target
I00477,R020,2025-09-01,132422.84,41117.759999999995,31.05,0.0,Below Target
I00478,R020,2025-10-01,153495.53,75834.3,49.4,0.0,Below Target
I00479,R020,2025-11-01,160190.72,42700.77,26.66,0.0,Below Target
I00480,R020,2025-12-01,166032.42,73063.92,44.01,0.0,Below Target
I00481,R021,2024-01-01,126275.94,37148.76,29.42,0.0,Below Target
I00482,R021,2024-02-01,119889.05,54178.29,45.19,0.0,Below Target
I00483,R021,2024-03-01,131497.2,53368.880000000005,40.59,0.0,Below Target
I00484,R021,2024-04-01,131895.35,58077.02,44.03,0.0,Below Target
I00485,R021,2024-05-01,149206.36,47323.020000000004,31.72,0.0,Below Target
I00486,R021,2024-06-01,147135.93,44283.0,30.1,0.0,Below Target
I00487,R021,2024-07-01,141234.24,71112.53,50.35,0.0,Below Target
I00488,R021,2024-08-01,144298.02,54618.85,37.85,0.0,Below Target
I00489,R021,2024-09-01,137792.51,71162.03,51.64,0.0,Below Target
I00490,R021,2024-10-01,140195.59,51239.64,36.55,0.0,Below Target
I00491,R021,2024-11-01,164441.92,86868.12,52.83,0.0,Below Target
I00492,R021,2024-12-01,159752.91,56883.96,35.61,0.0,Below Target
I00493,R021,2025-01-01,136598.59,52501.52,38.43,0.0,Below Target
I00494,R021,2025-02-01,125727.52,42088.74,33.48,0.0,Below Target
I00495,R021,2025-03-01,138762.4,34936.2,25.18,0.0,Below Target
I00496,R021,2025-04-01,136289.19,55386.97,40.64,0.0,Below Target
I00497,R021,2025-05-01,141823.73,69214.24,48.8,0.0,Below Target
I00498,R021,2025-06-01,140367.11,48460.8,34.52,0.0,Below Target
I00499,R021,2025-07-01,134938.67,59430.46,44.04,0.0,Below Target
I00500,R021,2025-08-01,153694.09,58673.69,38.18,0.0,Below Target
I00501,R021,2025-09-01,135390.3,65681.49,48.51,0.0,Below Target
I00502,R021,2025-10-01,156712.96,59675.39,38.08,0.0,Below Target
I00503,R021,2025-11-01,167591.18,74007.19,44.16,0.0,Below Target
I00504,R021,2025-12-01,158309.41,75648.4,47.79,0.0,Below Target
I00505,R022,2024-01-01,131438.39,53205.310000000005,40.48,0.0,Below Target
I00506,R022,2024-02-01,137199.55,54227.37,39.52,0.0,Below Target
I00507,R022,2024-03-01,136570.22,74099.23,54.26,0.0,Below Target
I00508,R022,2024-04-01,154408.62,44208.770000000004,28.63,0.0,Below Target
I00509,R022,2024-05-01,164858.58,45343.630000000005,27.5,0.0,Below Target
I00510,R022,2024-06-01,153649.41,29328.16,19.09,0.0,Below Target
I00511,R022,2024-07-01,165709.84,70701.15000000001,42.67,0.0,Below Target
I00512,R022,2024-08-01,159716.27,79240.06,49.61,0.0,Below Target
I00513,R022,2024-09-01,153894.96,62770.850000000006,40.79,0.0,Below Target
I00514,R022,2024-10-01,165485.15,87992.47,53.17,0.0,Below Target
I00515,R022,2024-11-01,175302.86,61331.56,34.99,0.0,Below Target
I00516,R022,2024-12-01,177236.05,50622.41,28.56,0.0,Below Target
I00517,R022,2025-01-01,136102.24,56760.2,41.7,0.0,Below Target
I00518,R022,2025-02-01,137094.93,61938.32,45.18,0.0,Below Target
I00519,R022,2025-03-01,148625.25,67603.65,45.49,0.0,Below Target
I00520,R022,2025-04-01,146706.19,82190.11,56.02,0.0,Below Target
I00521,R022,2025-05-01,162441.06,78566.22,48.37,0.0,Below Target
I00522,R022,2025-06-01,157469.53,74168.3,47.1,0.0,Below Target
I00523,R022,2025-07-01,154524.83,65896.5,42.64,0.0,Below Target
I00524,R022,2025-08-01,159792.68,84497.76,52.88,0.0,Below Target
I00525,R022,2025-09-01,154802.86,46164.14,29.82,0.0,Below Target
I00526,R022,2025-10-01,162370.57,91903.94,56.6,0.0,Below Target
I00527,R022,2025-11-01,161852.65,84486.58,52.2,0.0,Below Target
I00528,R022,2025-12-01,180934.69,74580.22,41.22,0.0,Below Target
I00529,R023,2024-01-01,179836.5,85663.21,47.63,0.0,Below Target
I00530,R023,2024-02-01,187621.27,67111.02,35.77,0.0,Below Target
I00531,R023,2024-03-01,202087.6,77038.02,38.12,0.0,Below Target
I00532,R023,2024-04-01,204047.18,66650.57,32.66,0.0,Below Target
I00533,R023,2024-05-01,208581.27,78848.84,37.8,0.0,Below Target
I00534,R023,2024-06-01,214525.82,83519.94,38.93,0.0,Below Target
I00535,R023,2024-07-01,208793.95,82699.77,39.61,0.0,Below Target
I00536,R023,2024-08-01,219603.42,74948.58,34.13,0.0,Below Target
I00537,R023,2024-09-01,203300.04,68497.4,33.69,0.0,Below Target
I00538,R023,2024-10-01,215866.66,114140.34,52.88,0.0,Below Target
I00539,R023,2024-11-01,215899.72,116972.87,54.18,0.0,Below Target
I00540,R023,2024-12-01,243110.53,92412.28,38.01,0.0,Below Target
I00541,R023,2025-01-01,181089.29,105175.53,58.08,0.0,Below Target
I00542,R023,2025-02-01,189996.86,99592.43,52.42,0.0,Below Target
I00543,R023,2025-03-01,183460.13,78569.94,42.83,0.0,Below Target
I00544,R023,2025-04-01,205797.47,74163.76000000001,36.04,0.0,Below Target
I00545,R023,2025-05-01,204406.28,104771.48,51.26,0.0,Below Target
I00546,R023,2025-06-01,202236.63,85742.63,42.4,0.0,Below Target
I00547,R023,2025-07-01,209690.72,92005.28,43.88,0.0,Below Target
I00548,R023,2025-08-01,204785.43,111521.83,54.46,0.0,Below Target
I00549,R023,2025-09-01,206616.64,106786.62999999999,51.68,0.0,Below Target
I00550,R023,2025-10-01,213738.44,64990.88,30.41,0.0,Below Target
I00551,R023,2025-11-01,226487.02,93264.19,41.18,0.0,Below Target
I00552,R023,2025-12-01,234427.19,125043.83,53.34,0.0,Below Target
I00553,R024,2024-01-01,175039.74,74187.84,42.38,0.0,Below Target
I00554,R024,2024-02-01,173405.34,56502.600000000006,32.58,0.0,Below Target
I00555,R024,2024-03-01,175855.91,81896.01,46.57,0.0,Below Target
I00556,R024,2024-04-01,217916.91,69150.61,31.73,0.0,Below Target
I00557,R024,2024-05-01,202998.48,71225.44,35.09,0.0,Below Target
I00558,R024,2024-06-01,230900.99,70294.61,30.44,0.0,Below Target
I00559,R024,2024-07-01,209710.83,70639.33,33.68,0.0,Below Target
I00560,R024,2024-08-01,208176.75,68460.09,32.89,0.0,Below Target
I00561,R024,2024-09-01,198419.81,108978.23999999999,54.92,0.0,Below Target
I00562,R024,2024-10-01,218961.74,114740.2,52.4,0.0,Below Target
I00563,R024,2024-11-01,224589.0,95077.56,42.33,0.0,Below Target
I00564,R024,2024-12-01,222512.18,78149.98999999999,35.12,0.0,Below Target
I00565,R024,2025-01-01,168455.04,74557.79,44.26,0.0,Below Target
I00566,R024,2025-02-01,172791.18,57404.149999999994,33.22,0.0,Below Target
I00567,R024,2025-03-01,191996.25,77682.48999999999,40.46,0.0,Below Target
I00568,R024,2025-04-01,198115.39,89310.92,45.08,0.0,Below Target
I00569,R024,2025-05-01,203504.02,75742.72,37.22,0.0,Below Target
I00570,R024,2025-06-01,200510.63,86363.13,43.07,0.0,Below Target
I00571,R024,2025-07-01,200047.38,73659.29,36.82,0.0,Below Target
I00572,R024,2025-08-01,217822.24,74428.91,34.17,0.0,Below Target
I00573,R024,2025-09-01,202309.69,58877.42,29.1,0.0,Below Target
I00574,R024,2025-10-01,219003.99,86879.14,39.67,0.0,Below Target
I00575,R024,2025-11-01,232156.72,95034.73,40.94,0.0,Below Target
I00576,R024,2025-12-01,215789.96,88839.93000000001,41.17,0.0,Below Target
I00577,R025,2024-01-01,165678.55,60357.7,36.43,0.0,Below Target
I00578,R025,2024-02-01,178291.38,69979.0,39.25,0.0,Below Target
I00579,R025,2024-03-01,170755.31,66292.77,38.82,0.0,Below Target
I00580,R025,2024-04-01,176644.07,79225.11,44.85,0.0,Below Target
I00581,R025,2024-05-01,181625.21,63416.3,34.92,0.0,Below Target
I00582,R025,2024-06-01,182110.79,90386.34,49.63,0.0,Below Target
I00583,R025,2024-07-01,202127.29,71650.08,35.45,0.0,Below Target
I00584,R025,2024-08-01,197240.47,97769.12,49.57,0.0,Below Target
I00585,R025,2024-09-01,179128.26,97100.54,54.21,0.0,Below Target
I00586,R025,2024-10-01,186347.53,81126.8,43.54,0.0,Below Target
I00587,R025,2024-11-01,202866.23,86315.1,42.55,0.0,Below Target
I00588,R025,2024-12-01,230337.61,80396.95,34.9,0.0,Below Target
I00589,R025,2025-01-01,157366.75,71022.77,45.13,0.0,Below Target
I00590,R025,2025-02-01,158534.89,58903.54,37.15,0.0,Below Target
I00591,R025,2025-03-01,178285.65,94393.90000000001,52.95,0.0,Below Target
I00592,R025,2025-04-01,175608.16,65019.86,37.03,0.0,Below Target
I00593,R025,2025-05-01,202780.55,72611.0,35.81,0.0,Below Target
I00594,R025,2025-06-01,194564.08,88199.29999999999,45.33,0.0,Below Target
I00595,R025,2025-07-01,193937.49,53567.95,27.62,0.0,Below Target
I00596,R025,2025-08-01,192296.2,62426.979999999996,32.46,0.0,Below Target
I00597,R025,2025-09-01,183476.47,76096.72,41.47,0.0,Below Target
I00598,R025,2025-10-01,196503.45,84955.91,43.23,0.0,Below Target
I00599,R025,2025-11-01,229752.32,89856.09,39.11,0.0,Below Target
I00600,R025,2025-12-01,228659.2,80982.14,35.42,0.0,Below Target
I00601,R026,2024-01-01,158629.84,59340.39,37.41,0.0,Below Target
I00602,R026,2024-02-01,166679.97,84760.75,50.85,0.0,Below Target
I00603,R026,2024-03-01,168702.39,82988.72,49.19,0.0,Below Target
I00604,R026,2024-04-01,186365.07,73105.9,39.23,0.0,Below Target
I00605,R026,2024-05-01,159347.54,69408.95999999999,43.56,0.0,Below Target
I00606,R026,2024-06-01,183235.13,72553.53,39.6,0.0,Below Target
I00607,R026,2024-07-01,182754.29,54203.17,29.66,0.0,Below Target
I00608,R026,2024-08-01,195993.45,67868.11,34.63,0.0,Below Target
I00609,R026,2024-09-01,182078.84,71253.67,39.13,0.0,Below Target
I00610,R026,2024-10-01,180499.07,90442.84,50.11,0.0,Below Target
I00611,R026,2024-11-01,201849.53,86781.65,42.99,0.0,Below Target
I00612,R026,2024-12-01,212967.6,95481.07999999999,44.83,0.0,Below Target
I00613,R026,2025-01-01,168839.98,78833.97,46.69,0.0,Below Target
I00614,R026,2025-02-01,166361.08,69256.2,41.63,0.0,Below Target
I00615,R026,2025-03-01,172827.71,72048.26,41.69,0.0,Below Target
I00616,R026,2025-04-01,178700.5,73979.8,41.4,0.0,Below Target
I00617,R026,2025-05-01,166515.86,44094.35,26.48,0.0,Below Target
I00618,R026,2025-06-01,180730.34,82170.12,45.47,0.0,Below Target
I00619,R026,2025-07-01,175212.08,60625.5,34.6,0.0,Below Target
I00620,R026,2025-08-01,204016.04,66875.42,32.78,0.0,Below Target
I00621,R026,2025-09-01,178172.68,55055.06,30.9,0.0,Below Target
I00622,R026,2025-10-01,198904.22,88039.39,44.26,0.0,Below Target
I00623,R026,2025-11-01,194116.03,84432.45,43.5,0.0,Below Target
I00624,R026,2025-12-01,209467.12,125571.99,59.95,0.0,Below Target
I00625,R027,2024-01-01,155331.37,79325.63,51.07,0.0,Below Target
I00626,R027,2024-02-01,166024.65,75203.28,45.3,0.0,Below Target
I00627,R027,2024-03-01,170070.05,66944.91,39.36,0.0,Below Target
I00628,R027,2024-04-01,171576.64,87177.16,50.81,0.0,Below Target
I00629,R027,2024-05-01,166277.89,83662.64,50.31,0.0,Below Target
I00630,R027,2024-06-01,201404.54,66263.8,32.9,0.0,Below Target
I00631,R027,2024-07-01,184193.99,91306.89,49.57,0.0,Below Target
I00632,R027,2024-08-01,183498.64,66917.95,36.47,0.0,Below Target
I00633,R027,2024-09-01,175385.63,85351.76,48.67,0.0,Below Target
I00634,R027,2024-10-01,202426.9,93731.78,46.3,0.0,Below Target
I00635,R027,2024-11-01,194749.98,94456.05,48.5,0.0,Below Target
I00636,R027,2024-12-01,206244.68,103740.64,50.3,0.0,Below Target
I00637,R027,2025-01-01,158678.25,64056.61,40.37,0.0,Below Target
I00638,R027,2025-02-01,170489.16,85534.68000000001,50.17,0.0,Below Target
I00639,R027,2025-03-01,170946.36,71120.31,41.6,0.0,Below Target
I00640,R027,2025-04-01,176536.54,82864.81,46.94,0.0,Below Target
I00641,R027,2025-05-01,180466.27,100488.31999999999,55.68,0.0,Below Target
I00642,R027,2025-06-01,181233.38,79803.33,44.03,0.0,Below Target
I00643,R027,2025-07-01,202227.97,57079.11,28.23,0.0,Below Target
I00644,R027,2025-08-01,180342.29,95152.68,52.76,0.0,Below Target
I00645,R027,2025-09-01,182517.2,78334.03,42.92,0.0,Below Target
I00646,R027,2025-10-01,187238.02,108484.81,57.94,0.0,Below Target
I00647,R027,2025-11-01,204981.29,98360.45,47.99,0.0,Below Target
I00648,R027,2025-12-01,209928.67,57244.78,27.27,0.0,Below Target
I00649,R028,2024-01-01,160107.46,63554.28,39.69,0.0,Below Target
I00650,R028,2024-02-01,164293.21,52589.76,32.01,0.0,Below Target
I00651,R028,2024-03-01,164641.9,89184.35,54.17,0.0,Below Target
I00652,R028,2024-04-01,177041.53,60266.479999999996,34.04,0.0,Below Target
I00653,R028,2024-05-01,169235.55,83880.43000000001,49.56,0.0,Below Target
I00654,R028,2024-06-01,187767.3,67392.57,35.89,0.0,Below Target
I00655,R028,2024-07-01,185660.69,72119.27,38.84,0.0,Below Target
I00656,R028,2024-08-01,186111.39,91023.98999999999,48.91,0.0,Below Target
I00657,R028,2024-09-01,181123.04,92719.57999999999,51.19,0.0,Below Target
I00658,R028,2024-10-01,194135.56,84523.13,43.54,0.0,Below Target
I00659,R028,2024-11-01,182771.47,99965.4,54.69,0.0,Below Target
I00660,R028,2024-12-01,208713.55,97656.95999999999,46.79,0.0,Below Target
I00661,R028,2025-01-01,160202.64,82707.79000000001,51.63,0.0,Below Target
I00662,R028,2025-02-01,174117.85,75983.22,43.64,0.0,Below Target
I00663,R028,2025-03-01,190342.66,79163.56,41.59,0.0,Below Target
I00664,R028,2025-04-01,191769.98,87769.41,45.77,0.0,Below Target
I00665,R028,2025-05-01,177261.47,91455.94,51.59,0.0,Below Target
I00666,R028,2025-06-01,190282.05,114389.57,60.12,0.0,Below Target
I00667,R028,2025-07-01,198237.67,113957.0,57.49,0.0,Below Target
I00668,R028,2025-08-01,193052.72,97425.98999999999,50.47,0.0,Below Target
I00669,R028,2025-09-01,180864.1,51764.87,28.62,0.0,Below Target
I00670,R028,2025-10-01,195563.34,86266.27,44.11,0.0,Below Target
I00671,R028,2025-11-01,205272.61,120826.22,58.86,0.0,Below Target
I00672,R028,2025-12-01,207273.2,96598.64,46.6,0.0,Below Target
I00673,R029,2024-01-01,144361.99,72231.81999999999,50.04,0.0,Below Target
I00674,R029,2024-02-01,140176.02,87123.93,62.15,0.0,Below Target
I00675,R029,2024-03-01,170218.42,67964.18,39.93,0.0,Below Target
I00676,R029,2024-04-01,157757.85,43405.71,27.51,0.0,Below Target
I00677,R029,2024-05-01,168554.6,75717.22,44.92,0.0,Below Target
I00678,R029,2024-06-01,169633.65,79814.05,47.05,0.0,Below Target
I00679,R029,2024-07-01,172096.16,77839.0,45.23,0.0,Below Target
I00680,R029,2024-08-01,173867.35,88140.39,50.69,0.0,Below Target
I00681,R029,2024-09-01,170869.68,84876.5,49.67,0.0,Below Target
I00682,R029,2024-10-01,175130.47,61006.61,34.83,0.0,Below Target
I00683,R029,2024-11-01,188190.27,101627.81,54.0,0.0,Below Target
I00684,R029,2024-12-01,195292.08,88866.99,45.5,0.0,Below Target
I00685,R029,2025-01-01,135936.26,53480.22,39.34,0.0,Below Target
I00686,R029,2025-02-01,148212.59,71237.11,48.06,0.0,Below Target
I00687,R029,2025-03-01,154476.01,61640.18,39.9,0.0,Below Target
I00688,R029,2025-04-01,164490.08,80004.84,48.64,0.0,Below Target
I00689,R029,2025-05-01,169856.44,66547.56,39.18,0.0,Below Target
I00690,R029,2025-06-01,169187.68,76151.59,45.01,0.0,Below Target
I00691,R029,2025-07-01,174159.11,71469.83,41.04,0.0,Below Target
I00692,R029,2025-08-01,171021.41,109156.42,63.83,0.0,Below Target
I00693,R029,2025-09-01,159969.28,48993.12,30.63,0.0,Below Target
I00694,R029,2025-10-01,183368.67,79108.31,43.14,0.0,Below Target
I00695,R029,2025-11-01,186823.55,81567.58,43.66,0.0,Below Target
I00696,R029,2025-12-01,206598.23,105039.35,50.84,0.0,Below Target
I00697,R030,2024-01-01,130118.36,57154.87,43.93,0.0,Below Target
I00698,R030,2024-02-01,132238.89,58631.48,44.34,0.0,Below Target
I00699,R030,2024-03-01,130457.78,51278.79,39.31,0.0,Below Target
I00700,R030,2024-04-01,160397.88,63155.770000000004,39.37,0.0,Below Target
I00701,R030,2024-05-01,154323.46,45885.29,29.73,0.0,Below Target
I00702,R030,2024-06-01,158850.98,48486.79,30.52,0.0,Below Target
I00703,R030,2024-07-01,167641.34,88905.28,53.03,0.0,Below Target
I00704,R030,2024-08-01,156392.31,49872.009999999995,31.89,0.0,Below Target
I00705,R030,2024-09-01,145550.37,57793.88,39.71,0.0,Below Target
I00706,R030,2024-10-01,165582.41,60059.9,36.27,0.0,Below Target
I00707,R030,2024-11-01,165400.14,62089.28,37.54,0.0,Below Target
I00708,R030,2024-12-01,162715.47,60421.25,37.13,0.0,Below Target
I00709,R030,2025-01-01,139233.78,52322.63,37.58,0.0,Below Target
I00710,R030,2025-02-01,129593.92,71633.2,55.28,0.0,Below Target
I00711,R030,2025-03-01,138459.81,60991.600000000006,44.05,0.0,Below Target
I00712,R030,2025-04-01,151540.58,61502.59,40.58,0.0,Below Target
I00713,R030,2025-05-01,139059.29,86299.1,62.06,0.0,Below Target
I00714,R030,2025-06-01,154659.69,49902.57,32.27,0.0,Below Target
I00715,R030,2025-07-01,158514.82,76869.56,48.49,0.0,Below Target
I00716,R030,2025-08-01,162158.38,71600.97,44.15,0.0,Below Target
I00717,R030,2025-09-01,153422.5,66073.89,43.07,0.0,Below Target
I00718,R030,2025-10-01,164431.19,57988.93,35.27,0.0,Below Target
I00719,R030,2025-11-01,172918.38,61891.45,35.79,0.0,Below Target
I00720,R030,2025-12-01,185780.12,59247.020000000004,31.89,0.0,Below Target
I00721,R031,2024-01-01,215399.85,89225.08,41.42,0.0,Below Target
I00722,R031,2024-02-01,217577.79,101573.48,46.68,0.0,Below Target
I00723,R031,2024-03-01,229530.35,127046.72,55.35,0.0,Below Target
I00724,R031,2024-04-01,251817.68,126085.51000000001,50.07,0.0,Below Target
I00725,R031,2024-05-01,249913.13,94452.28,37.79,0.0,Below Target
I00726,R031,2024-06-01,251382.0,110157.29999999999,43.82,0.0,Below Target
I00727,R031,2024-07-01,273640.27,109232.78,39.92,0.0,Below Target
I00728,R031,2024-08-01,265940.3,96434.48,36.26,0.0,Below Target
I00729,R031,2024-09-01,266204.4,85852.45999999999,32.25,0.0,Below Target
I00730,R031,2024-10-01,270107.73,117495.36,43.5,0.0,Below Target
I00731,R031,2024-11-01,285243.47,159566.01,55.94,0.0,Below Target
I00732,R031,2024-12-01,288675.14,119096.65,41.26,0.0,Below Target
I00733,R031,2025-01-01,200877.18,88734.12,44.17,0.0,Below Target
I00734,R031,2025-02-01,221788.95,89388.09,40.3,0.0,Below Target
I00735,R031,2025-03-01,231578.28,111891.53,48.32,0.0,Below Target
I00736,R031,2025-04-01,232468.86,106845.41,45.96,0.0,Below Target
I00737,R031,2025-05-01,254687.8,94396.05,37.06,0.0,Below Target
I00738,R031,2025-06-01,267200.14,160244.29,59.97,0.0,Below Target
I00739,R031,2025-07-01,257595.45,106149.18,41.21,0.0,Below Target
I00740,R031,2025-08-01,264210.76,118618.35,44.9,0.0,Below Target
I00741,R031,2025-09-01,244820.23,100009.66,40.85,0.0,Below Target
I00742,R031,2025-10-01,265641.28,102730.5,38.67,0.0,Below Target
I00743,R031,2025-11-01,272500.25,154044.35,56.53,0.0,Below Target
