sale_id,activity_id,rep_id,doctor_id,product_id,sale_date,month,territory,region,units_sold,revenue
S02674,C02674,R037,D0614,P008,2024-07-09,2024-07-01,Bengaluru,South,50,16347.05
S02675,C02675,R023,D0364,P001,2024-07-12,2024-07-01,Ranchi,East,26,20320.65
S02676,C02676,R030,D0450,P002,2024-07-18,2024-07-01,Dehradun,North,18,9859.04
S02677,C02677,R040,D0592,P006,2024-07-24,2024-07-01,Kochi,South,16,8667.55
S02678,C02678,R011,D0028,P008,2024-07-10,2024-07-01,Nagpur,West,26,8392.42
S02679,C02679,R019,D0702,P008,2024-07-16,2024-07-01,Kolkata,East,11,3428.6
S02680,C02680,R050,D0664,P006,2024-07-06,2024-07-01,Chandigarh,North,17,8449.19
S02681,C02681,R033,D0717,P001,2024-07-26,2024-07-01,Ahmedabad,West,35,26557.27
S02682,C02682,R072,D0348,P006,2024-07-28,2024-07-01,Siliguri,East,10,4954.86
S02683,C02683,R001,D0299,P003,2024-07-23,2024-07-01,North Delhi,North,16,10976.96
S02684,C02684,R047,D0472,P007,2024-07-26,2024-07-01,Ranchi,East,18,11913.61
S02685,C02685,R006,D0591,P005,2024-07-24,2024-07-01,Dehradun,North,23,10363.86
S02686,C02686,R064,D0787,P002,2024-07-26,2024-07-01,Kochi,South,52,26813.36
S02687,C02687,R056,D0659,P007,2024-07-14,2024-07-01,Pune,West,28,15995.15
S02688,C02688,R030,D0059,P008,2024-07-07,2024-07-01,Dehradun,North,23,7995.33
S02689,C02689,R066,D0100,P005,2024-07-30,2024-07-01,Vijayawada,South,25,12055.72
S02690,C02690,R008,D0784,P007,2024-07-01,2024-07-01,Pune,West,28,16498.41
S02691,C02691,R070,D0301,P001,2024-07-13,2024-07-01,Guwahati,East,14,10996.6
S02692,C02692,R034,D0410,P003,2024-07-23,2024-07-01,Surat,West,24,16951.16
S02693,C02693,R011,D0079,P002,2024-07-25,2024-07-01,Nagpur,West,35,18839.81
S02694,C02694,R026,D0151,P003,2024-07-22,2024-07-01,Chandigarh,North,18,12392.41
S02695,C02695,R066,D0368,P004,2024-07-16,2024-07-01,Vijayawada,South,24,21193.27
S02696,C02696,R002,D0681,P004,2024-07-29,2024-07-01,Chandigarh,North,31,27182.43
S02697,C02697,R017,D0617,P003,2024-07-08,2024-07-01,Coimbatore,South,14,8016.25
S02698,C02698,R058,D0724,P005,2024-07-05,2024-07-01,Surat,West,17,7661.81
S02699,C02699,R026,D0184,P002,2024-07-20,2024-07-01,Chandigarh,North,20,10510.49
S02700,C02700,R033,D0181,P003,2024-07-10,2024-07-01,Ahmedabad,West,33,22346.73
S02701,C02701,R062,D0469,P007,2024-07-15,2024-07-01,Chennai,South,17,10499.49
S02702,C02702,R018,D0407,P005,2024-07-15,2024-07-01,Vijayawada,South,19,8826.43
S02703,C02703,R070,D0058,P001,2024-07-09,2024-07-01,Guwahati,East,34,27783.03
S02704,C02704,R041,D0462,P003,2024-07-31,2024-07-01,Coimbatore,South,34,19817.4
S02705,C02705,R013,D0761,P007,2024-07-12,2024-07-01,Bengaluru,South,27,16429.23
S02706,C02706,R018,D0100,P002,2024-07-21,2024-07-01,Vijayawada,South,30,15252.48
S02707,C02707,R024,D0612,P008,2024-07-05,2024-07-01,Siliguri,East,27,8099.32
S02708,C02708,R017,D0462,P003,2024-07-31,2024-07-01,Coimbatore,South,17,11056.99
S02709,C02709,R010,D0367,P006,2024-07-31,2024-07-01,Surat,West,21,10721.59
S02710,C02710,R019,D0562,P004,2024-07-03,2024-07-01,Kolkata,East,24,21896.51
S02711,C02711,R022,D0577,P006,2024-07-20,2024-07-01,Guwahati,East,17,8859.01
S02712,C02712,R059,D0567,P007,2024-07-19,2024-07-01,Nagpur,West,10,5847.92
S02713,C02713,R049,D0089,P002,2024-07-06,2024-07-01,North Delhi,North,45,24060.61
S02714,C02714,R070,D0228,P003,2024-07-24,2024-07-01,Guwahati,East,25,17685.58
S02715,C02715,R037,D0700,P005,2024-07-24,2024-07-01,Bengaluru,South,22,10936.64
S02716,C02716,R019,D0021,P003,2024-07-27,2024-07-01,Kolkata,East,16,10397.96
S02717,C02717,R072,D0568,P004,2024-07-19,2024-07-01,Siliguri,East,19,16988.51
S02718,C02718,R013,D0341,P008,2024-07-22,2024-07-01,Bengaluru,South,20,6113.19
S02719,C02719,R004,D0128,P002,2024-07-23,2024-07-01,Lucknow,North,42,23844.94
S02720,C02720,R021,D0084,P002,2024-07-24,2024-07-01,Patna,East,19,11448.12
S02721,C02721,R027,D0825,P005,2024-07-19,2024-07-01,Jaipur,North,37,16564.57
S02722,C02722,R004,D0027,P001,2024-07-24,2024-07-01,Lucknow,North,26,21472.69
S02723,C02723,R059,D0028,P001,2024-07-02,2024-07-01,Nagpur,West,21,16983.29
S02724,C02724,R023,D0029,P007,2024-07-20,2024-07-01,Ranchi,East,35,21170.87
S02725,C02725,R003,D0615,P003,2024-07-07,2024-07-01,Jaipur,North,26,16562.76
S02726,C02726,R007,D0771,P001,2024-07-13,2024-07-01,Mumbai,West,23,20163.12
S02727,C02727,R039,D0141,P006,2024-07-24,2024-07-01,Hyderabad,South,30,15886.1
S02728,C02728,R053,D0731,P004,2024-07-04,2024-07-01,Ludhiana,North,20,18653.16
S02729,C02729,R055,D0651,P004,2024-07-24,2024-07-01,Mumbai,West,28,24656.38
S02730,C02730,R045,D0206,P004,2024-07-09,2024-07-01,Patna,East,14,12498.0
S02731,C02731,R028,D0048,P002,2024-07-24,2024-07-01,Lucknow,North,16,8114.35
S02732,C02732,R047,D0378,P007,2024-07-24,2024-07-01,Ranchi,East,31,19629.41
S02733,C02733,R065,D0053,P001,2024-07-01,2024-07-01,Coimbatore,South,21,16073.26
S02734,C02734,R052,D0126,P004,2024-07-08,2024-07-01,Lucknow,North,43,36305.76
S02735,C02735,R032,D0439,P003,2024-07-25,2024-07-01,Pune,West,16,10108.6
S02736,C02736,R022,D0654,P006,2024-07-11,2024-07-01,Guwahati,East,28,16001.17
S02737,C02737,R003,D0825,P005,2024-07-14,2024-07-01,Jaipur,North,39,17673.16
S02738,C02738,R016,D0534,P004,2024-07-01,2024-07-01,Kochi,South,8,7251.08
S02739,C02739,R020,D0330,P005,2024-07-22,2024-07-01,Bhubaneswar,East,16,6920.25
S02740,C02740,R057,D0277,P002,2024-07-03,2024-07-01,Ahmedabad,West,20,10697.9
S02741,C02741,R051,D0594,P002,2024-07-09,2024-07-01,Jaipur,North,26,13077.89
S02742,C02742,R058,D0111,P008,2024-07-15,2024-07-01,Surat,West,17,5541.14
S02743,C02743,R034,D0362,P005,2024-07-24,2024-07-01,Surat,West,16,7024.93
S02744,C02744,R004,D0584,P006,2024-07-16,2024-07-01,Lucknow,North,25,13258.82
S02745,C02745,R069,D0727,P008,2024-07-31,2024-07-01,Patna,East,15,4370.47
S02746,C02746,R024,D0050,P008,2024-07-17,2024-07-01,Siliguri,East,36,11155.92
S02747,C02747,R013,D0209,P005,2024-07-08,2024-07-01,Bengaluru,South,37,18021.4
S02748,C02748,R022,D0174,P007,2024-07-06,2024-07-01,Guwahati,East,12,7881.11
S02749,C02749,R001,D0552,P005,2024-07-25,2024-07-01,North Delhi,North,25,11503.44
S02750,C02750,R066,D0135,P002,2024-07-15,2024-07-01,Vijayawada,South,21,11119.82
S02751,C02751,R062,D0776,P005,2024-07-19,2024-07-01,Chennai,South,43,19895.21
S02752,C02752,R023,D0763,P008,2024-07-12,2024-07-01,Ranchi,East,25,8820.8
S02753,C02753,R002,D0261,P008,2024-07-09,2024-07-01,Chandigarh,North,12,3788.46
S02754,C02754,R063,D0332,P005,2024-07-19,2024-07-01,Hyderabad,South,20,9201.59
S02755,C02755,R034,D0295,P008,2024-07-10,2024-07-01,Surat,West,24,7275.69
S02756,C02756,R056,D0127,P002,2024-07-31,2024-07-01,Pune,West,21,10955.76
S02757,C02757,R044,D0756,P001,2024-07-23,2024-07-01,Bhubaneswar,East,11,8769.02
S02758,C02758,R003,D0671,P004,2024-07-26,2024-07-01,Jaipur,North,29,26962.56
S02759,C02759,R052,D0278,P002,2024-07-09,2024-07-01,Lucknow,North,29,15896.77
S02760,C02760,R009,D0495,P008,2024-07-01,2024-07-01,Ahmedabad,West,24,7998.98
S02761,C02761,R043,D0334,P001,2024-07-02,2024-07-01,Kolkata,East,17,12596.66
S02762,C02762,R025,D0157,P005,2024-07-27,2024-07-01,North Delhi,North,17,7390.05
S02763,C02763,R064,D0344,P007,2024-07-28,2024-07-01,Kochi,South,27,17124.2
S02764,C02764,R030,D0095,P001,2024-07-22,2024-07-01,Dehradun,North,25,19035.74
S02765,C02765,R017,D0630,P001,2024-07-19,2024-07-01,Coimbatore,South,10,7341.94
S02766,C02766,R046,D0492,P005,2024-07-07,2024-07-01,Guwahati,East,18,8363.97
S02767,C02767,R001,D0793,P008,2024-07-24,2024-07-01,North Delhi,North,20,6427.47
S02768,C02768,R006,D0006,P001,2024-07-17,2024-07-01,Dehradun,North,17,13134.13
S02769,C02769,R040,D0534,P001,2024-07-19,2024-07-01,Kochi,South,36,30308.16
S02770,C02770,R016,D0478,P008,2024-07-01,2024-07-01,Kochi,South,10,3499.95
S02771,C02771,R065,D0505,P005,2024-07-17,2024-07-01,Coimbatore,South,37,17836.77
S02772,C02772,R020,D0847,P006,2024-07-22,2024-07-01,Bhubaneswar,East,13,6772.38
S02773,C02773,R029,D0310,P003,2024-07-24,2024-07-01,Ludhiana,North,17,11994.23
S02774,C02774,R014,D0110,P003,2024-07-05,2024-07-01,Chennai,South,35,23282.24
S02775,C02775,R051,D0040,P004,2024-07-01,2024-07-01,Jaipur,North,15,13220.67
S02776,C02776,R051,D0432,P002,2024-07-27,2024-07-01,Jaipur,North,19,9960.61
S02777,C02777,R044,D0314,P004,2024-07-10,2024-07-01,Bhubaneswar,East,21,17959.0
S02778,C02778,R008,D0173,P008,2024-07-15,2024-07-01,Pune,West,20,6696.97
S02779,C02779,R012,D0145,P006,2024-07-20,2024-07-01,Goa,West,27,12735.97
S02780,C02780,R059,D0274,P007,2024-07-16,2024-07-01,Nagpur,West,22,13021.23
S02781,C02781,R047,D0077,P004,2024-07-30,2024-07-01,Ranchi,East,21,18359.46
S02782,C02782,R069,D0319,P007,2024-07-27,2024-07-01,Patna,East,22,12475.64
S02783,C02783,R041,D0531,P004,2024-07-13,2024-07-01,Coimbatore,South,30,26177.48
S02784,C02784,R035,D0274,P005,2024-07-06,2024-07-01,Nagpur,West,33,15251.15
S02785,C02785,R063,D0114,P006,2024-07-31,2024-07-01,Hyderabad,South,27,14477.27
S02786,C02786,R052,D0430,P007,2024-07-22,2024-07-01,Lucknow,North,30,17836.99
S02787,C02787,R004,D0048,P008,2024-07-24,2024-07-01,Lucknow,North,26,8361.89
S02788,C02788,R063,D0576,P001,2024-07-15,2024-07-01,Hyderabad,South,29,20930.02
S02789,C02789,R041,D0434,P007,2024-07-16,2024-07-01,Coimbatore,South,37,21197.19
S02790,C02790,R015,D0332,P006,2024-07-06,2024-07-01,Hyderabad,South,17,7844.79
S02791,C02791,R009,D0214,P006,2024-07-14,2024-07-01,Ahmedabad,West,41,21933.42
S02792,C02792,R034,D0185,P001,2024-07-17,2024-07-01,Surat,West,24,18413.12
S02793,C02793,R059,D0153,P004,2024-07-05,2024-07-01,Nagpur,West,24,21595.98
S02794,C02794,R041,D0486,P008,2024-07-20,2024-07-01,Coimbatore,South,21,6895.9
S02795,C02795,R037,D0075,P008,2024-07-20,2024-07-01,Bengaluru,South,26,8656.32
S02796,C02796,R025,D0611,P002,2024-07-27,2024-07-01,North Delhi,North,18,10694.6
S02797,C02797,R035,D0269,P004,2024-07-02,2024-07-01,Nagpur,West,43,38190.92
S02798,C02798,R021,D0455,P007,2024-07-07,2024-07-01,Patna,East,20,11765.96
S02799,C02799,R020,D0546,P008,2024-07-14,2024-07-01,Bhubaneswar,East,16,5298.78
S02800,C02800,R072,D0520,P003,2024-07-28,2024-07-01,Siliguri,East,13,9593.68
S02801,C02801,R067,D0670,P007,2024-07-08,2024-07-01,Kolkata,East,12,7122.66
S02802,C02802,R014,D0473,P007,2024-07-31,2024-07-01,Chennai,South,18,10543.56
S02803,C02803,R044,D0722,P002,2024-07-30,2024-07-01,Bhubaneswar,East,17,8007.27
S02804,C02804,R029,D0233,P001,2024-07-03,2024-07-01,Ludhiana,North,17,11889.51
S02805,C02805,R022,D0637,P001,2024-07-12,2024-07-01,Guwahati,East,22,18377.83
S02806,C02806,R027,D0226,P002,2024-07-09,2024-07-01,Jaipur,North,17,9100.35
S02807,C02807,R051,D0615,P006,2024-07-16,2024-07-01,Jaipur,North,20,9619.74
S02808,C02808,R049,D0488,P004,2024-07-29,2024-07-01,North Delhi,North,40,35605.41
S02809,C02809,R023,D0763,P006,2024-07-12,2024-07-01,Ranchi,East,18,10374.0
S02810,C02810,R067,D0175,P001,2024-07-21,2024-07-01,Kolkata,East,13,10142.12
S02811,C02811,R043,D0449,P005,2024-07-05,2024-07-01,Kolkata,East,17,8568.65
S02812,C02812,R040,D0162,P006,2024-07-18,2024-07-01,Kochi,South,14,6805.52
S02813,C02813,R010,D0426,P008,2024-07-11,2024-07-01,Surat,West,37,12704.49
S02814,C02814,R042,D0025,P003,2024-07-29,2024-07-01,Vijayawada,South,33,21168.99
S02815,C02815,R032,D0419,P005,2024-07-25,2024-07-01,Pune,West,26,11499.76
S02816,C02816,R006,D0006,P004,2024-07-07,2024-07-01,Dehradun,North,21,17811.97
S02817,C02817,R014,D0288,P003,2024-07-20,2024-07-01,Chennai,South,24,15583.44
S02818,C02818,R018,D0394,P006,2024-07-11,2024-07-01,Vijayawada,South,29,15511.68
S02819,C02819,R072,D0289,P005,2024-07-14,2024-07-01,Siliguri,East,8,3591.37
S02820,C02820,R065,D0434,P007,2024-07-15,2024-07-01,Coimbatore,South,42,26990.23
S02821,C02821,R057,D0132,P001,2024-07-26,2024-07-01,Ahmedabad,West,18,13536.41
S02822,C02822,R014,D0597,P002,2024-07-09,2024-07-01,Chennai,South,21,11293.47
S02823,C02823,R005,D0731,P005,2024-07-01,2024-07-01,Ludhiana,North,32,14329.36
S02824,C02824,R047,D0340,P005,2024-07-06,2024-07-01,Ranchi,East,13,6521.77
S02825,C02825,R061,D0019,P008,2024-07-26,2024-07-01,Bengaluru,South,45,14772.62
S02826,C02826,R058,D0044,P006,2024-07-10,2024-07-01,Surat,West,9,4655.23
S02827,C02827,R070,D0514,P001,2024-07-02,2024-07-01,Guwahati,East,13,9998.61
S02828,C02828,R029,D0828,P004,2024-07-13,2024-07-01,Ludhiana,North,28,24193.72
S02829,C02829,R064,D0711,P007,2024-07-27,2024-07-01,Kochi,South,32,18537.57
S02830,C02830,R012,D0318,P007,2024-07-28,2024-07-01,Goa,West,18,11705.77
S02831,C02831,R029,D0453,P007,2024-07-30,2024-07-01,Ludhiana,North,24,13458.18
S02832,C02832,R072,D0097,P004,2024-07-22,2024-07-01,Siliguri,East,31,27090.17
S02833,C02833,R063,D0012,P001,2024-07-26,2024-07-01,Hyderabad,South,23,18731.65
S02834,C02834,R057,D0717,P002,2024-07-24,2024-07-01,Ahmedabad,West,23,11379.62
S02835,C02835,R055,D0456,P007,2024-07-01,2024-07-01,Mumbai,West,34,20924.87
S02836,C02836,R046,D0418,P003,2024-07-13,2024-07-01,Guwahati,East,21,13256.67
S02837,C02837,R045,D0246,P007,2024-07-17,2024-07-01,Patna,East,21,12827.06
S02838,C02838,R010,D0216,P001,2024-07-15,2024-07-01,Surat,West,28,21655.94
S02839,C02839,R037,D0839,P004,2024-07-26,2024-07-01,Bengaluru,South,27,21320.75
S02840,C02840,R036,D0766,P008,2024-07-31,2024-07-01,Goa,West,36,11887.48
S02841,C02841,R029,D0678,P002,2024-07-17,2024-07-01,Ludhiana,North,15,7699.94
S02842,C02842,R038,D0347,P001,2024-07-03,2024-07-01,Chennai,South,42,31861.23
S02843,C02843,R035,D0600,P003,2024-07-12,2024-07-01,Nagpur,West,17,11248.44
S02844,C02844,R003,D0226,P001,2024-07-07,2024-07-01,Jaipur,North,17,13509.09
S02845,C02845,R046,D0441,P005,2024-07-15,2024-07-01,Guwahati,East,14,6584.06
S02846,C02846,R033,D0132,P002,2024-07-08,2024-07-01,Ahmedabad,West,18,10104.36
S02847,C02847,R024,D0568,P002,2024-07-03,2024-07-01,Siliguri,East,26,12307.72
S02848,C02848,R032,D0129,P005,2024-07-06,2024-07-01,Pune,West,23,10835.39
S02849,C02849,R053,D0699,P003,2024-07-16,2024-07-01,Ludhiana,North,23,15188.33
S02850,C02850,R050,D0628,P006,2024-07-05,2024-07-01,Chandigarh,North,21,10413.66
S02851,C02851,R060,D0118,P008,2024-07-01,2024-07-01,Goa,West,22,7132.43
S02852,C02852,R043,D0449,P008,2024-07-09,2024-07-01,Kolkata,East,17,5690.39
S02853,C02853,R068,D0315,P006,2024-07-20,2024-07-01,Bhubaneswar,East,11,5364.13
S02854,C02854,R058,D0306,P008,2024-07-20,2024-07-01,Surat,West,43,14724.57
S02855,C02855,R032,D0106,P006,2024-07-13,2024-07-01,Pune,West,19,10245.39
S02856,C02856,R054,D0643,P001,2024-07-21,2024-07-01,Dehradun,North,23,18272.01
S02857,C02857,R060,D0427,P008,2024-07-06,2024-07-01,Goa,West,29,8712.48
S02858,C02858,R042,D0253,P005,2024-07-23,2024-07-01,Vijayawada,South,29,14777.37
S02859,C02859,R005,D0800,P001,2024-07-01,2024-07-01,Ludhiana,North,18,14239.67
S02860,C02860,R026,D0662,P005,2024-07-05,2024-07-01,Chandigarh,North,21,9731.64
S02861,C02861,R018,D0417,P002,2024-07-29,2024-07-01,Vijayawada,South,35,19007.37
S02862,C02862,R021,D0085,P005,2024-07-15,2024-07-01,Patna,East,17,8036.05
S02863,C02863,R038,D0468,P006,2024-07-18,2024-07-01,Chennai,South,27,14408.2
S02864,C02864,R038,D0597,P001,2024-07-13,2024-07-01,Chennai,South,23,17917.45
S02865,C02865,R044,D0774,P004,2024-07-21,2024-07-01,Bhubaneswar,East,29,24206.2
S02866,C02866,R028,D0435,P001,2024-07-24,2024-07-01,Lucknow,North,20,16407.25
S02867,C02867,R036,D0149,P001,2024-07-25,2024-07-01,Goa,West,29,21697.88
S02868,C02868,R031,D0579,P002,2024-07-08,2024-07-01,Mumbai,West,18,9231.68
S02869,C02869,R057,D0107,P007,2024-07-20,2024-07-01,Ahmedabad,West,9,5472.52
S02870,C02870,R021,D0234,P004,2024-07-25,2024-07-01,Patna,East,22,19133.77
S02871,C02871,R035,D0770,P001,2024-07-13,2024-07-01,Nagpur,West,42,33382.47
S02872,C02872,R027,D0690,P006,2024-07-12,2024-07-01,Jaipur,North,25,13113.45
S02873,C02873,R033,D0811,P005,2024-07-20,2024-07-01,Ahmedabad,West,36,16170.78
S02874,C02874,R031,D0391,P002,2024-07-18,2024-07-01,Mumbai,West,20,10865.49
S02875,C02875,R060,D0624,P005,2024-07-08,2024-07-01,Goa,West,25,11220.94
S02876,C02876,R015,D0563,P002,2024-07-30,2024-07-01,Hyderabad,South,22,12335.49
S02877,C02877,R024,D0178,P006,2024-07-18,2024-07-01,Siliguri,East,26,13585.04
S02878,C02878,R013,D0782,P008,2024-07-18,2024-07-01,Bengaluru,South,37,12264.75
S02879,C02879,R047,D0843,P003,2024-07-07,2024-07-01,Ranchi,East,15,9759.33
S02880,C02880,R055,D0154,P006,2024-07-21,2024-07-01,Mumbai,West,28,14464.45
S02881,C02881,R069,D0669,P001,2024-07-29,2024-07-01,Patna,East,8,6399.14
S02882,C02882,R025,D0388,P004,2024-07-23,2024-07-01,North Delhi,North,22,20313.13
S02883,C02883,R004,D0458,P008,2024-07-16,2024-07-01,Lucknow,North,25,8265.14
S02884,C02884,R023,D0447,P001,2024-07-20,2024-07-01,Ranchi,East,16,12403.36
S02885,C02885,R017,D0163,P008,2024-07-08,2024-07-01,Coimbatore,South,17,5127.28
S02886,C02886,R060,D0139,P001,2024-07-02,2024-07-01,Goa,West,25,19989.1
S02887,C02887,R071,D0404,P004,2024-07-20,2024-07-01,Ranchi,East,18,16382.07
S02888,C02888,R056,D0657,P002,2024-07-06,2024-07-01,Pune,West,23,11736.99
S02889,C02889,R061,D0686,P001,2024-07-03,2024-07-01,Bengaluru,South,33,26829.69
S02890,C02890,R066,D0211,P003,2024-07-25,2024-07-01,Vijayawada,South,21,13968.25
S02891,C02891,R047,D0739,P005,2024-07-14,2024-07-01,Ranchi,East,22,10054.78
S02892,C02892,R071,D0284,P006,2024-07-27,2024-07-01,Ranchi,East,36,18555.96
S02893,C02893,R017,D0491,P003,2024-07-27,2024-07-01,Coimbatore,South,10,6907.25
S02894,C02894,R064,D0360,P004,2024-07-04,2024-07-01,Kochi,South,32,30699.33
S02895,C02895,R009,D0424,P002,2024-07-24,2024-07-01,Ahmedabad,West,17,9155.39
S02896,C02896,R027,D0527,P006,2024-07-11,2024-07-01,Jaipur,North,20,10082.51
S02897,C02897,R045,D0518,P002,2024-07-22,2024-07-01,Patna,East,11,6120.51
S02898,C02898,R065,D0462,P007,2024-07-02,2024-07-01,Coimbatore,South,19,10813.44
S02899,C02899,R045,D0386,P002,2024-07-15,2024-07-01,Patna,East,14,7885.96
S02900,C02900,R020,D0636,P006,2024-07-20,2024-07-01,Bhubaneswar,East,17,8082.71
S02901,C02901,R071,D0327,P003,2024-07-14,2024-07-01,Ranchi,East,25,15366.15
S02902,C02902,R045,D0386,P008,2024-07-18,2024-07-01,Patna,East,20,6897.05
S02903,C02903,R054,D0060,P003,2024-07-01,2024-07-01,Dehradun,North,24,14190.5
S02904,C02904,R006,D0744,P008,2024-07-01,2024-07-01,Dehradun,North,25,8522.89
S02905,C02905,R034,D0098,P007,2024-07-19,2024-07-01,Surat,West,22,14466.58
S02906,C02906,R061,D0701,P004,2024-07-13,2024-07-01,Bengaluru,South,13,11766.44
S02907,C02907,R070,D0637,P004,2024-07-18,2024-07-01,Guwahati,East,29,26591.7
S02908,C02908,R059,D0826,P003,2024-07-12,2024-07-01,Nagpur,West,16,9728.88
S02909,C02909,R062,D0014,P004,2024-07-01,2024-07-01,Chennai,South,16,13889.4
S02910,C02910,R036,D0152,P004,2024-07-22,2024-07-01,Goa,West,26,23554.73
S02911,C02911,R067,D0021,P002,2024-07-05,2024-07-01,Kolkata,East,32,17564.53
S02912,C02912,R008,D0419,P003,2024-07-25,2024-07-01,Pune,West,30,20239.91
S02913,C02913,R049,D0792,P008,2024-07-01,2024-07-01,North Delhi,North,14,4553.65
S02914,C02914,R023,D0583,P008,2024-07-29,2024-07-01,Ranchi,East,30,9610.09
S02915,C02915,R020,D0638,P001,2024-07-08,2024-07-01,Bhubaneswar,East,14,10252.9
S02916,C02916,R062,D0693,P006,2024-07-28,2024-07-01,Chennai,South,24,12455.44
S02917,C02917,R046,D0042,P002,2024-07-01,2024-07-01,Guwahati,East,12,6111.66
S02918,C02918,R014,D0653,P006,2024-07-14,2024-07-01,Chennai,South,15,7510.47
S02919,C02919,R010,D0216,P005,2024-07-13,2024-07-01,Surat,West,24,11808.47
S02920,C02920,R009,D0673,P008,2024-07-06,2024-07-01,Ahmedabad,West,25,7374.26
S02921,C02921,R018,D0595,P006,2024-07-15,2024-07-01,Vijayawada,South,12,6081.97
S02922,C02922,R043,D0586,P007,2024-07-07,2024-07-01,Kolkata,East,12,7637.77
S02923,C02923,R022,D0351,P007,2024-07-14,2024-07-01,Guwahati,East,12,7553.77
S02924,C02924,R068,D0596,P006,2024-07-12,2024-07-01,Bhubaneswar,East,26,13462.63
S02925,C02925,R064,D0422,P004,2024-07-07,2024-07-01,Kochi,South,36,30955.0
S02926,C02926,R002,D0628,P003,2024-07-25,2024-07-01,Chandigarh,North,30,21097.73
S02927,C02927,R062,D0412,P003,2024-07-17,2024-07-01,Chennai,South,13,8054.91
S02928,C02928,R011,D0390,P003,2024-07-26,2024-07-01,Nagpur,West,25,17071.67
S02929,C02929,R042,D0195,P003,2024-07-26,2024-07-01,Vijayawada,South,20,13301.0
S02930,C02930,R053,D0310,P003,2024-07-09,2024-07-01,Ludhiana,North,16,10144.63
S02931,C02931,R044,D0646,P005,2024-07-10,2024-07-01,Bhubaneswar,East,15,6765.75
S02932,C02932,R048,D0713,P003,2024-07-30,2024-07-01,Siliguri,East,17,12236.04
S02933,C02933,R033,D0121,P003,2024-07-10,2024-07-01,Ahmedabad,West,18,11189.7
S02934,C02934,R051,D0166,P006,2024-07-03,2024-07-01,Jaipur,North,38,17674.66
S02935,C02935,R005,D0453,P003,2024-07-17,2024-07-01,Ludhiana,North,13,8306.32
S02936,C02936,R049,D0613,P001,2024-07-30,2024-07-01,North Delhi,North,28,22290.95
S02937,C02937,R017,D0130,P001,2024-07-08,2024-07-01,Coimbatore,South,14,11697.4
S02938,C02938,R037,D0251,P007,2024-07-20,2024-07-01,Bengaluru,South,40,24430.86
S02939,C02939,R043,D0021,P008,2024-07-11,2024-07-01,Kolkata,East,32,9406.19
S02940,C02940,R060,D0062,P006,2024-07-12,2024-07-01,Goa,West,37,18960.18
S02941,C02941,R041,D0083,P001,2024-07-15,2024-07-01,Coimbatore,South,18,14640.87
S02942,C02942,R069,D0548,P005,2024-07-05,2024-07-01,Patna,East,11,5141.09
S02943,C02943,R036,D0804,P003,2024-07-12,2024-07-01,Goa,West,19,12849.6
S02944,C02944,R052,D0356,P003,2024-07-09,2024-07-01,Lucknow,North,32,19143.18
S02945,C02945,R052,D0169,P008,2024-07-26,2024-07-01,Lucknow,North,18,5373.47
S02946,C02946,R058,D0734,P007,2024-07-08,2024-07-01,Surat,West,21,12724.22
S02947,C02947,R046,D0176,P006,2024-07-27,2024-07-01,Guwahati,East,21,11316.99
S02948,C02948,R015,D0114,P005,2024-07-01,2024-07-01,Hyderabad,South,26,11487.92
S02949,C02949,R050,D0156,P005,2024-07-13,2024-07-01,Chandigarh,North,29,13476.55
S02950,C02950,R056,D0371,P008,2024-07-09,2024-07-01,Pune,West,32,10325.11
S02951,C02951,R034,D0542,P006,2024-07-14,2024-07-01,Surat,West,14,6767.75
S02952,C02952,R069,D0283,P005,2024-07-24,2024-07-01,Patna,East,26,11519.73
S02953,C02953,R067,D0399,P001,2024-07-30,2024-07-01,Kolkata,East,12,9348.21
S02954,C02954,R041,D0425,P008,2024-07-23,2024-07-01,Coimbatore,South,14,4398.1
S02955,C02955,R066,D0750,P007,2024-07-16,2024-07-01,Vijayawada,South,14,8890.39
S02956,C02956,R059,D0593,P003,2024-07-16,2024-07-01,Nagpur,West,11,7107.26
S02957,C02957,R055,D0569,P003,2024-07-31,2024-07-01,Mumbai,West,29,19988.94
S02958,C02958,R003,D0296,P008,2024-07-31,2024-07-01,Jaipur,North,20,6284.23
S02959,C02959,R003,D0564,P008,2024-07-24,2024-07-01,Jaipur,North,31,9931.87
S02960,C02960,R015,D0767,P004,2024-07-06,2024-07-01,Hyderabad,South,33,30544.67
S02961,C02961,R071,D0516,P002,2024-07-09,2024-07-01,Ranchi,East,25,13427.64
S02962,C02962,R011,D0691,P007,2024-07-09,2024-07-01,Nagpur,West,14,8358.05
S02963,C02963,R071,D0031,P006,2024-07-08,2024-07-01,Ranchi,East,41,20837.66
S02964,C02964,R048,D0620,P008,2024-07-30,2024-07-01,Siliguri,East,26,8691.6
S02965,C02965,R067,D0797,P005,2024-07-05,2024-07-01,Kolkata,East,16,7482.05
S02966,C02966,R048,D0523,P005,2024-07-27,2024-07-01,Siliguri,East,34,13962.9
S02967,C02967,R007,D0780,P002,2024-07-25,2024-07-01,Mumbai,West,19,9889.56
S02968,C02968,R050,D0582,P005,2024-07-17,2024-07-01,Chandigarh,North,17,7541.03
S02969,C02969,R063,D0196,P003,2024-07-10,2024-07-01,Hyderabad,South,45,30566.51
